listing_id,listing_url,neighborhood,room_type,property_type,capacity_guests,superhost,review_count,star_rating,host_id,host_inscope_listings,lat,lng,dist_to_boundary_m,nearest_other_neighborhood,boundary_uncertain_any_150m,boundary_uncertain_material,rate_2night_total_2026-09-15_17_usd,rate_2night_total_2026-09-25_27_usd,rate_2night_total_2026-12-11_13_usd,checked_date,checker,delisted_by,live_as_of
10378684,https://www.airbnb.com/rooms/10378684,Bloomfield,Entire home/apt,Entire rental unit,2,true,202,4.87,7556262,39,40.4611,-79.9495,396,,no,no,383,,,2026-08-25,claude-draft,,2026-08-31
1527156237105251865,https://www.airbnb.com/rooms/1527156237105251865,Lower Lawrenceville,Entire home/apt,Entire rental unit,10,true,50,4.98,119032110,7,40.4646,-79.9604,198,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
1155798336552923982,https://www.airbnb.com/rooms/1155798336552923982,Central Lawrenceville,Entire home/apt,Entire home,6,true,84,4.88,7556262,39,40.4714,-79.9604,321,,no,no,662,,,2026-08-25,claude-draft,,2026-08-31
1026448565665010128,https://www.airbnb.com/rooms/1026448565665010128,Lower Lawrenceville,Entire home/apt,Entire rental unit,6,true,293,4.95,119032110,7,40.46501,-79.95974,126,Central Lawrenceville,yes,no,,,,2026-08-25,claude-draft,,2026-08-31
784175556681669598,https://www.airbnb.com/rooms/784175556681669598,Central Lawrenceville,Entire home/apt,Entire home,5,true,137,4.93,7556262,39,40.4664,-79.957,113,Bloomfield,yes,yes,392,,,2026-08-27,stephan,,2026-08-31
24632461,https://www.airbnb.com/rooms/24632461,Central Lawrenceville,Entire home/apt,Entire rental unit,3,false,703,4.81,293464391,1,40.4706,-79.95852,376,,no,no,,,322,2026-08-25,claude-draft,,2026-08-31
1655990594064520856,https://www.airbnb.com/rooms/1655990594064520856,Bloomfield,Entire home/apt,Entire rental unit,4,true,14,4.93,60146260,7,40.46143,-79.94193,373,,no,no,315,,540,2026-08-25,claude-draft,,2026-08-31
1268922674706341348,https://www.airbnb.com/rooms/1268922674706341348,Lower Lawrenceville,Entire home/apt,Entire condo,4,true,89,5,299024288,1,40.4625,-79.9607,225,,no,no,409,,444,2026-08-25,claude-draft,,2026-08-31
899628674404693113,https://www.airbnb.com/rooms/899628674404693113,Lower Lawrenceville,Entire home/apt,Entire rental unit,2,true,99,4.94,7556262,39,40.46744,-79.96427,219,,no,no,327,,,2026-08-25,claude-draft,,2026-08-31
46178950,https://www.airbnb.com/rooms/46178950,Central Lawrenceville,Entire home/apt,Entire guest suite,2,false,137,4.99,4641573,1,40.46997,-79.95583,477,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
1082237672220425868,https://www.airbnb.com/rooms/1082237672220425868,Central Lawrenceville,Entire home/apt,Entire rental unit,4,true,148,4.9,171867714,2,40.47316,-79.95919,531,,no,no,387,,,2026-08-25,claude-draft,,2026-08-31
819211657845867661,https://www.airbnb.com/rooms/819211657845867661,Lower Lawrenceville,Entire home/apt,Entire home,6,true,140,4.97,7556262,39,40.4645,-79.965,452,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
38748531,https://www.airbnb.com/rooms/38748531,Central Lawrenceville,Entire home/apt,Entire rental unit,2,true,186,4.94,296322534,2,40.46984,-79.96076,180,,no,no,287,,,2026-08-25,claude-draft,,2026-08-31
50180599,https://www.airbnb.com/rooms/50180599,Central Lawrenceville,Entire home/apt,Entire guest suite,2,true,541,4.97,20887858,1,40.47073,-79.96457,32,Lower Lawrenceville,yes,no,210,,265,2026-08-25,claude-draft,,2026-08-31
1113205329998690778,https://www.airbnb.com/rooms/1113205329998690778,Central Lawrenceville,Entire home/apt,Entire townhouse,4,false,38,4.89,122376740,3,40.4744,-79.9598,421,,no,no,547,,675,2026-08-25,claude-draft,,2026-08-31
1348160943606429084,https://www.airbnb.com/rooms/1348160943606429084,Central Lawrenceville,Entire home/apt,Entire home,2,true,68,4.94,347007598,1,40.4704,-79.9616,171,,no,no,587,,,2026-08-25,claude-draft,,2026-08-31
1599603958075204750,https://www.airbnb.com/rooms/1599603958075204750,Lower Lawrenceville,Entire home/apt,Entire rental unit,5,true,41,4.95,585852167,5,40.46261,-79.96738,163,,no,no,569,1560,710,2026-08-25,claude-draft,,2026-08-31
755032249976494168,https://www.airbnb.com/rooms/755032249976494168,Lower Lawrenceville,Entire home/apt,Entire rental unit,4,true,159,4.93,7556262,39,40.4669,-79.9639,236,,no,no,381,,,2026-08-25,claude-draft,,2026-08-31
1616181827881221231,https://www.airbnb.com/rooms/1616181827881221231,Bloomfield,Entire home/apt,Entire rental unit,4,true,44,5,177691474,12,40.46417,-79.94596,134,Garfield,yes,yes,470,1375,,2026-08-25,claude-draft,,2026-08-31
1602262874153139104,https://www.airbnb.com/rooms/1602262874153139104,Lower Lawrenceville,Entire home/apt,Entire home,6,false,12,4.92,183359828,1,40.46677,-79.96571,358,,no,no,571,,,2026-08-25,claude-draft,,2026-08-31
1711021417340754949,https://www.airbnb.com/rooms/1711021417340754949,Bloomfield,Entire home/apt,Entire home,10,true,1,5,119032110,7,40.46427,-79.9541,151,,no,no,939,,842,2026-08-25,claude-draft,,2026-08-31
597708029683298700,https://www.airbnb.com/rooms/597708029683298700,Bloomfield,Entire home/apt,Entire home,8,true,90,4.99,198216400,1,40.46523,-79.94599,20,Garfield,yes,yes,,,,2026-08-25,claude-draft,,2026-08-31
31952855,https://www.airbnb.com/rooms/31952855,Central Lawrenceville,Entire home/apt,Entire townhouse,2,true,424,4.93,7556262,39,40.4703,-79.9615,169,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
16947572,https://www.airbnb.com/rooms/16947572,Bloomfield,Entire home/apt,Entire condo,3,true,217,4.94,97641779,1,40.46501,-79.95203,128,Central Lawrenceville,yes,yes,354,,,2026-08-25,claude-draft,,2026-08-31
1243668930893946752,https://www.airbnb.com/rooms/1243668930893946752,Bloomfield,Entire home/apt,Entire rental unit,6,true,108,4.89,445117504,4,40.45867,-79.94133,306,,no,no,379,,,2026-08-25,claude-draft,,2026-08-31
1712364795153104521,https://www.airbnb.com/rooms/1712364795153104521,Lower Lawrenceville,Entire home/apt,Entire home,4,false,0,,45479865,1,40.4659,-79.9629,251,,no,no,312,,,2026-08-25,claude-draft,,2026-08-31
545122000740396606,https://www.airbnb.com/rooms/545122000740396606,Central Lawrenceville,Entire home/apt,Entire home,4,true,189,4.93,99748885,2,40.4704,-79.9615,177,,no,no,564,,,2026-08-25,claude-draft,,2026-08-31
652097720305925063,https://www.airbnb.com/rooms/652097720305925063,Bloomfield,Entire home/apt,Entire home,4,false,58,4.97,488251767,1,40.46333,-79.9563,83,Lower Lawrenceville,yes,yes,788,,,2026-08-25,claude-draft,,2026-08-31
755033344490912226,https://www.airbnb.com/rooms/755033344490912226,Lower Lawrenceville,Entire home/apt,Entire rental unit,2,true,122,4.94,7556262,39,40.4668,-79.9641,256,,no,no,355,,,2026-08-25,claude-draft,,2026-08-31
39464652,https://www.airbnb.com/rooms/39464652,Central Lawrenceville,Entire home/apt,Entire rental unit,2,true,119,4.97,296322534,2,40.47066,-79.96225,152,,no,no,366,,,2026-08-27,stephan,,2026-08-31
1583458388556590087,https://www.airbnb.com/rooms/1583458388556590087,Upper Lawrenceville,Entire home/apt,Entire home,6,true,25,4.96,7556262,39,40.4788,-79.9552,65,Central Lawrenceville,yes,no,562,,,2026-08-25,claude-draft,,2026-08-31
1549303350209006277,https://www.airbnb.com/rooms/1549303350209006277,Bloomfield,Entire home/apt,Entire home,8,true,24,5,24740629,1,40.4596,-79.9439,435,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
1135622460007298281,https://www.airbnb.com/rooms/1135622460007298281,Lower Lawrenceville,Entire home/apt,Tiny home,2,true,183,4.95,7556262,39,40.4653,-79.9628,291,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
1305087359595166889,https://www.airbnb.com/rooms/1305087359595166889,Lower Lawrenceville,Entire home/apt,Entire home,8,true,68,4.97,7556262,39,40.4651,-79.9632,331,,no,no,928,,,2026-08-25,claude-draft,,2026-08-31
1577826423103659311,https://www.airbnb.com/rooms/1577826423103659311,Bloomfield,Entire home/apt,Entire home,4,true,23,5,4400929,1,40.46531,-79.95529,36,Central Lawrenceville,yes,yes,338,,349,2026-08-25,claude-draft,,2026-08-31
829064373259714050,https://www.airbnb.com/rooms/829064373259714050,Lower Lawrenceville,Entire home/apt,Entire home,6,false,65,4.98,122376740,3,40.4665,-79.9666,343,,no,no,,,1060,2026-08-25,claude-draft,,2026-08-31
1163718817747187395,https://www.airbnb.com/rooms/1163718817747187395,Central Lawrenceville,Entire home/apt,Entire home,6,false,4,5,578095241,2,40.4709,-79.9578,443,,no,no,764,,,2026-08-25,claude-draft,,2026-08-31
1576362136798337496,https://www.airbnb.com/rooms/1576362136798337496,Central Lawrenceville,Entire home/apt,Entire rental unit,6,false,4,5,75671838,1,40.47,-79.9621,110,Lower Lawrenceville,yes,no,,,547,2026-08-25,claude-draft,,2026-08-31
1516687283595526449,https://www.airbnb.com/rooms/1516687283595526449,Upper Lawrenceville,Entire home/apt,Entire home,8,true,30,5,155169996,1,40.478,-79.9534,64,Central Lawrenceville,yes,no,,,,2026-08-25,claude-draft,,2026-08-31
567736605494696311,https://www.airbnb.com/rooms/567736605494696311,Central Lawrenceville,Entire home/apt,Entire home,2,true,73,4.88,99748885,2,40.4703,-79.9615,169,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
12948798,https://www.airbnb.com/rooms/12948798,Central Lawrenceville,Entire home/apt,Entire rental unit,4,true,702,4.84,71130078,11,40.46598,-79.95362,5,Bloomfield,yes,yes,163,,,2026-08-25,claude-draft,,2026-08-31
1350734700073319661,https://www.airbnb.com/rooms/1350734700073319661,Lower Lawrenceville,Entire home/apt,Entire home,10,true,65,4.95,542901117,3,40.46471,-79.96196,285,,no,no,,,891,2026-08-27,stephan,,2026-08-31
1530734178552635332,https://www.airbnb.com/rooms/1530734178552635332,Bloomfield,Entire home/apt,Entire guest suite,2,false,10,5,464649643,2,40.4648,-79.9484,103,Central Lawrenceville,yes,yes,475,,697,2026-08-25,claude-draft,,2026-08-31
19138308,https://www.airbnb.com/rooms/19138308,Central Lawrenceville,Entire home/apt,Entire home,2,false,27,4.96,20665373,1,40.47239,-79.96201,310,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
1581231305644034992,https://www.airbnb.com/rooms/1581231305644034992,Central Lawrenceville,Entire home/apt,Entire home,2,true,38,4.89,7556262,39,40.4696,-79.9622,73,Lower Lawrenceville,yes,no,494,,,2026-08-25,claude-draft,,2026-08-31
1041682274490530590,https://www.airbnb.com/rooms/1041682274490530590,Lower Lawrenceville,Entire home/apt,Entire home,8,true,125,4.94,542901117,3,40.46438,-79.96261,350,,no,no,514,,891,2026-08-25,claude-draft,,2026-08-31
35340420,https://www.airbnb.com/rooms/35340420,Central Lawrenceville,Entire home/apt,Entire home,10,true,178,4.97,43547885,1,40.47171,-79.96038,346,,no,no,856,,,2026-08-25,claude-draft,,2026-08-31
753592075625119053,https://www.airbnb.com/rooms/753592075625119053,Lower Lawrenceville,Entire home/apt,Entire rental unit,2,true,121,4.88,7556262,39,40.4668,-79.9641,256,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
1376856899925149930,https://www.airbnb.com/rooms/1376856899925149930,Lower Lawrenceville,Entire home/apt,Entire home,6,true,48,4.94,6867888,1,40.46213,-79.9576,46,Bloomfield,yes,yes,841,,,2026-08-25,claude-draft,,2026-08-31
1389289535747371254,https://www.airbnb.com/rooms/1389289535747371254,Central Lawrenceville,Entire home/apt,Entire home,6,true,38,4.95,5717262,1,40.4718,-79.9627,222,,no,no,791,,795,2026-08-25,claude-draft,,2026-08-31
47978087,https://www.airbnb.com/rooms/47978087,Central Lawrenceville,Entire home/apt,Entire townhouse,6,true,190,4.97,50024113,1,40.47184,-79.96483,114,Lower Lawrenceville,yes,no,,,,2026-08-25,claude-draft,,2026-08-31
1206736093386217946,https://www.airbnb.com/rooms/1206736093386217946,Lower Lawrenceville,Entire home/apt,Entire rental unit,4,true,110,4.78,21189422,4,40.46477,-79.96343,370,,no,no,350,,,2026-08-25,claude-draft,,2026-08-31
838260744522639655,https://www.airbnb.com/rooms/838260744522639655,Central Lawrenceville,Entire home/apt,Entire home,8,true,243,4.95,84883043,1,40.4684,-79.9548,288,,no,no,624,,,2026-08-25,claude-draft,,2026-08-31
53315262,https://www.airbnb.com/rooms/53315262,Lower Lawrenceville,Entire home/apt,Entire home,6,false,6,5,24264539,3,40.4689,-79.96446,118,Central Lawrenceville,yes,no,896,1256,,2026-08-25,claude-draft,,2026-08-31
8015537,https://www.airbnb.com/rooms/8015537,Lower Lawrenceville,Entire home/apt,Entire townhouse,6,true,225,4.81,1779319,1,40.4651,-79.9585,43,Central Lawrenceville,yes,no,557,,557,2026-08-25,claude-draft,,2026-08-31
1288164142065285596,https://www.airbnb.com/rooms/1288164142065285596,Lower Lawrenceville,Entire home/apt,Entire home,8,true,48,4.98,7556262,39,40.4624,-79.9623,245,,no,no,1124,,,2026-08-25,claude-draft,,2026-08-31
694980242152730773,https://www.airbnb.com/rooms/694980242152730773,Upper Lawrenceville,Entire home/apt,Entire townhouse,5,false,112,4.76,156773761,1,40.479,-79.9523,150,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
12948943,https://www.airbnb.com/rooms/12948943,Central Lawrenceville,Entire home/apt,Entire rental unit,4,true,615,4.79,71130078,11,40.46677,-79.95371,92,Bloomfield,yes,yes,273,,,2026-08-25,claude-draft,,2026-08-31
1616170219656838383,https://www.airbnb.com/rooms/1616170219656838383,Central Lawrenceville,Entire home/apt,Entire rental unit,4,true,25,5,177691474,12,40.46613,-79.94637,6,Garfield,yes,yes,482,1132,,2026-08-25,claude-draft,,2026-08-31
1599614034926020836,https://www.airbnb.com/rooms/1599614034926020836,Lower Lawrenceville,Entire home/apt,Entire rental unit,5,true,5,5,585852167,5,40.46408,-79.96781,245,,no,no,559,1550,700,2026-08-25,claude-draft,,2026-08-31
1330816642742094527,https://www.airbnb.com/rooms/1330816642742094527,Upper Lawrenceville,Entire home/apt,Entire rental unit,7,true,129,4.89,671523765,5,40.4791,-79.95496,103,Central Lawrenceville,yes,no,378,,,2026-08-25,claude-draft,,2026-08-31
1759399338091467526,https://www.airbnb.com/rooms/1759399338091467526,Bloomfield,Entire home/apt,Entire home,3,false,0,,213923610,1,40.46544,-79.95131,77,Central Lawrenceville,yes,yes,,,309,2026-08-25,claude-draft,,2026-08-31
1645200336352916942,https://www.airbnb.com/rooms/1645200336352916942,Lower Lawrenceville,Entire home/apt,Entire home,6,true,9,4.89,7556262,39,40.4632,-79.9606,264,,no,no,680,,,2026-08-25,claude-draft,,2026-08-31
818832203938783062,https://www.airbnb.com/rooms/818832203938783062,Bloomfield,Entire home/apt,Entire rental unit,8,false,127,4.91,454153048,3,40.4641,-79.944,112,Garfield,yes,yes,,,,2026-08-25,claude-draft,,2026-08-31
1570433683482090726,https://www.airbnb.com/rooms/1570433683482090726,Central Lawrenceville,Entire home/apt,Entire home,12,true,27,5,585852167,5,40.47314,-79.95882,551,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
1301552088719015590,https://www.airbnb.com/rooms/1301552088719015590,Upper Lawrenceville,Entire home/apt,Entire home,2,false,10,5,189770914,1,40.48134,-79.95261,382,,no,no,685,,685,2026-08-25,claude-draft,,2026-08-31
50342032,https://www.airbnb.com/rooms/50342032,Bloomfield,Entire home/apt,Entire rental unit,6,false,130,4.75,80836315,4,40.45996,-79.93996,278,,no,no,346,,,2026-08-25,claude-draft,,2026-08-31
1532096529560432100,https://www.airbnb.com/rooms/1532096529560432100,Upper Lawrenceville,Entire home/apt,Entire rental unit,4,true,61,4.85,724047118,4,40.47965,-79.95472,162,,no,no,328,,,2026-08-27,stephan,,2026-08-31
897187915531582838,https://www.airbnb.com/rooms/897187915531582838,Lower Lawrenceville,Entire home/apt,Entire home,8,true,95,4.98,7556262,39,40.4632,-79.9678,180,,no,no,902,,,2026-08-25,claude-draft,,2026-08-31
20303546,https://www.airbnb.com/rooms/20303546,Bloomfield,Entire home/apt,Entire home,7,true,220,4.99,144822067,1,40.46099,-79.95149,263,,no,no,506,,666,2026-08-25,claude-draft,,2026-08-31
44277604,https://www.airbnb.com/rooms/44277604,Bloomfield,Entire home/apt,Entire rental unit,3,true,389,4.96,60146260,7,40.4614,-79.9407,361,,no,no,236,,435,2026-08-25,claude-draft,,2026-08-31
50846933,https://www.airbnb.com/rooms/50846933,Central Lawrenceville,Entire home/apt,Entire home,6,true,135,4.93,40968904,1,40.46895,-79.95912,213,,no,no,834,,733,2026-08-25,claude-draft,,2026-08-31
839698543911154466,https://www.airbnb.com/rooms/839698543911154466,Lower Lawrenceville,Entire home/apt,Entire rental unit,2,true,122,4.78,21189422,4,40.4641,-79.9622,346,,no,no,,810,270,2026-08-25,claude-draft,,2026-08-31
821851935571116922,https://www.airbnb.com/rooms/821851935571116922,Bloomfield,Entire home/apt,Entire home,2,true,122,4.93,7556262,39,40.4642,-79.9474,154,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
26989616,https://www.airbnb.com/rooms/26989616,Lower Lawrenceville,Entire home/apt,Entire home,8,true,315,4.83,11310942,1,40.4633,-79.9594,163,,no,no,721,,,2026-08-25,claude-draft,,2026-08-31
557276101041795563,https://www.airbnb.com/rooms/557276101041795563,Upper Lawrenceville,Entire home/apt,Entire home,7,true,124,4.89,7556262,39,40.478,-79.9548,20,Central Lawrenceville,yes,no,,,,2026-08-25,claude-draft,,2026-08-31
1158707656390082537,https://www.airbnb.com/rooms/1158707656390082537,Central Lawrenceville,Entire home/apt,Entire home,6,false,6,5,578095241,2,40.47175,-79.95875,449,,no,no,1005,,,2026-08-25,claude-draft,,2026-08-31
1599610505983402508,https://www.airbnb.com/rooms/1599610505983402508,Lower Lawrenceville,Entire home/apt,Entire rental unit,5,true,43,4.98,585852167,5,40.46334,-79.96578,310,,no,no,,,710,2026-08-25,claude-draft,,2026-08-31
1350739275022896286,https://www.airbnb.com/rooms/1350739275022896286,Central Lawrenceville,Entire home/apt,Entire home,10,true,77,4.95,542901117,3,40.47261,-79.95763,583,,no,no,571,,1010,2026-08-25,claude-draft,,2026-08-31
933585885053791838,https://www.airbnb.com/rooms/933585885053791838,Lower Lawrenceville,Entire home/apt,Entire rental unit,4,false,126,4.98,458989740,1,40.4626,-79.9574,15,Bloomfield,yes,yes,517,,481,2026-08-25,claude-draft,,2026-08-31
17279832,https://www.airbnb.com/rooms/17279832,Central Lawrenceville,Entire home/apt,Entire townhouse,2,true,151,4.99,116535405,1,40.46705,-79.95668,177,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
1533675665620827650,https://www.airbnb.com/rooms/1533675665620827650,Upper Lawrenceville,Entire home/apt,Entire rental unit,4,true,45,4.87,724047118,4,40.47783,-79.95449,23,Central Lawrenceville,yes,no,327,,,2026-08-25,claude-draft,,2026-08-31
1097158383437239604,https://www.airbnb.com/rooms/1097158383437239604,Lower Lawrenceville,Entire home/apt,Entire rental unit,4,false,36,4.81,507668166,1,40.4636,-79.9668,272,,no,no,297,,408,2026-08-25,claude-draft,,2026-08-31
1253036132176654623,https://www.airbnb.com/rooms/1253036132176654623,Upper Lawrenceville,Entire home/apt,Entire home,10,true,43,4.98,220076552,1,40.4784,-79.9515,97,Central Lawrenceville,yes,no,,,,2026-08-25,claude-draft,,2026-08-31
1330810752676520696,https://www.airbnb.com/rooms/1330810752676520696,Upper Lawrenceville,Entire home/apt,Entire rental unit,3,true,125,4.9,671523765,5,40.47923,-79.95461,134,Central Lawrenceville,yes,no,330,,,2026-08-25,claude-draft,,2026-08-31
10465032,https://www.airbnb.com/rooms/10465032,Bloomfield,Entire home/apt,Entire home,5,true,271,4.89,43047750,2,40.46355,-79.94943,255,,no,no,421,,,2026-08-25,claude-draft,,2026-08-31
12948969,https://www.airbnb.com/rooms/12948969,Bloomfield,Entire home/apt,Entire rental unit,4,true,652,4.78,71130078,11,40.46497,-79.95473,83,Central Lawrenceville,yes,yes,273,,,2026-08-25,claude-draft,,2026-08-31
1305980215687011061,https://www.airbnb.com/rooms/1305980215687011061,Lower Lawrenceville,Entire home/apt,Entire home,8,true,59,4.71,307342586,1,40.46413,-79.95871,86,Bloomfield,yes,yes,639,,,2026-08-25,claude-draft,2026-08-31,
1616092844502116594,https://www.airbnb.com/rooms/1616092844502116594,Bloomfield,Entire home/apt,Entire rental unit,4,true,14,4.93,177691474,12,40.4652,-79.9455,15,Garfield,yes,yes,482,1132,,2026-08-25,claude-draft,,2026-08-31
1533674356596803785,https://www.airbnb.com/rooms/1533674356596803785,Upper Lawrenceville,Entire home/apt,Entire rental unit,6,true,37,4.84,724047118,4,40.47837,-79.95434,76,Central Lawrenceville,yes,no,314,,,2026-08-25,claude-draft,,2026-08-31
983357102746193249,https://www.airbnb.com/rooms/983357102746193249,Bloomfield,Entire home/apt,Entire rental unit,6,true,301,4.95,119032110,7,40.46393,-79.94389,129,Garfield,yes,yes,,,,2026-08-25,claude-draft,,2026-08-31
1258754941691616651,https://www.airbnb.com/rooms/1258754941691616651,Lower Lawrenceville,Entire home/apt,Entire home,9,true,45,5,7556262,39,40.4626,-79.9623,266,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
12948924,https://www.airbnb.com/rooms/12948924,Bloomfield,Entire home/apt,Entire rental unit,4,true,586,4.75,71130078,11,40.46519,-79.95334,85,Central Lawrenceville,yes,yes,273,,,2026-08-25,claude-draft,,2026-08-31
755748557597141028,https://www.airbnb.com/rooms/755748557597141028,Central Lawrenceville,Entire home/apt,Entire home,8,false,76,4.7,103904238,1,40.47744,-79.95188,14,Upper Lawrenceville,yes,no,,,,2026-08-25,claude-draft,,2026-08-31
1464099621269080318,https://www.airbnb.com/rooms/1464099621269080318,Bloomfield,Entire home/apt,Entire guest suite,2,false,9,4.78,464649643,2,40.4648,-79.9484,103,Central Lawrenceville,yes,yes,421,,525,2026-08-25,claude-draft,,2026-08-31
1616125761079529841,https://www.airbnb.com/rooms/1616125761079529841,Central Lawrenceville,Entire home/apt,Entire rental unit,4,true,10,4.9,177691474,12,40.46631,-79.94652,21,Garfield,yes,yes,,1200,,2026-08-25,claude-draft,,2026-08-31
1364590768505884041,https://www.airbnb.com/rooms/1364590768505884041,Lower Lawrenceville,Entire home/apt,Entire home,16,true,8,5,7556262,39,40.46295,-79.9615,288,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
572325699673728631,https://www.airbnb.com/rooms/572325699673728631,Lower Lawrenceville,Entire home/apt,Entire townhouse,4,true,283,4.71,21189422,4,40.46503,-79.96117,212,,no,no,400,,,2026-08-25,claude-draft,,2026-08-31
811153606093594295,https://www.airbnb.com/rooms/811153606093594295,Central Lawrenceville,Entire home/apt,Entire home,4,true,89,4.81,433480131,2,40.4668,-79.95471,114,Bloomfield,yes,yes,,,368,2026-08-25,claude-draft,,2026-08-31
35237302,https://www.airbnb.com/rooms/35237302,Bloomfield,Entire home/apt,Entire rental unit,3,true,464,4.94,60146260,7,40.46224,-79.94184,284,,no,no,257,,,2026-08-25,claude-draft,,2026-08-31
31018669,https://www.airbnb.com/rooms/31018669,Upper Lawrenceville,Entire home/apt,Entire townhouse,5,true,113,4.86,27843870,1,40.47886,-79.95478,93,Central Lawrenceville,yes,no,,,,2026-08-25,claude-draft,,2026-08-31
1209584777818077804,https://www.airbnb.com/rooms/1209584777818077804,Lower Lawrenceville,Entire home/apt,Entire home,8,true,51,4.92,7556262,39,40.4627,-79.9623,277,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
44003865,https://www.airbnb.com/rooms/44003865,Bloomfield,Entire home/apt,Entire home,2,true,30,4.9,43047750,2,40.46411,-79.94829,177,,no,no,354,,,2026-08-25,claude-draft,,2026-08-31
1427001430762531353,https://www.airbnb.com/rooms/1427001430762531353,Central Lawrenceville,Entire home/apt,Entire home,8,true,41,5,7556262,39,40.4743,-79.9592,471,,no,no,,,,2026-08-25,claude-draft,,2026-08-31
938003273141863162,https://www.airbnb.com/rooms/938003273141863162,Central Lawrenceville,Entire home/apt,Entire home,6,true,45,4.93,526404760,1,40.47445,-79.96128,306,,no,no,423,,404,2026-08-25,claude-draft,,2026-08-31
53342131,https://www.airbnb.com/rooms/53342131,Central Lawrenceville,Entire home/apt,Entire townhouse,7,true,70,4.93,958383,1,40.47121,-79.94562,31,Garfield,yes,yes,421,,527,2026-08-25,claude-draft,,2026-08-31
911389019212288126,https://www.airbnb.com/rooms/911389019212288126,Bloomfield,Entire home/apt,Entire home,6,false,8,4.88,24264539,3,40.4605,-79.94513,521,,no,no,1222,1758,,2026-08-25,claude-draft,,2026-08-31
1290044179445501077,https://www.airbnb.com/rooms/1290044179445501077,Bloomfield,Entire home/apt,Entire home,8,false,17,4.76,4970334,1,40.466,-79.9518,19,Central Lawrenceville,yes,yes,,,,2026-08-25,claude-draft,,2026-08-31
1616138250535031060,https://www.airbnb.com/rooms/1616138250535031060,Bloomfield,Entire home/apt,Entire rental unit,4,true,30,4.9,177691474,12,40.46448,-79.94465,81,Garfield,yes,yes,470,,,2026-08-25,claude-draft,,2026-08-31
1089799818772456748,https://www.airbnb.com/rooms/1089799818772456748,Bloomfield,Entire home/apt,Entire home,7,true,173,4.73,177691474,12,40.45883,-79.95228,144,North Oakland,yes,yes,471,,,2026-08-25,claude-draft,,2026-08-31
1399307522557026730,https://www.airbnb.com/rooms/1399307522557026730,Upper Lawrenceville,Entire home/apt,Entire home,12,true,29,5,186740244,1,40.48011,-79.94931,149,Stanton Heights,yes,yes,968,1878,,2026-08-25,claude-draft,,2026-08-31
1330805191192725664,https://www.airbnb.com/rooms/1330805191192725664,Upper Lawrenceville,Entire home/apt,Entire rental unit,2,true,125,4.86,671523765,5,40.47948,-79.95464,153,,no,no,292,,,2026-08-25,claude-draft,,2026-08-31
1045016637956436552,https://www.airbnb.com/rooms/1045016637956436552,Lower Lawrenceville,Entire home/apt,Entire home,4,true,104,4.8,539859833,2,40.46404,-79.96204,341,,no,no,359,,365,2026-08-25,claude-draft,,2026-08-31
1238524459786807822,https://www.airbnb.com/rooms/1238524459786807822,Lower Lawrenceville,Entire home/apt,Entire home,4,false,9,5,3849776,1,40.462,-79.9669,147,Strip District,yes,yes,,,,2026-08-25,claude-draft,,2026-08-31
1679950312880344399,https://www.airbnb.com/rooms/1679950312880344399,Upper Lawrenceville,Entire home/apt,Entire townhouse,6,false,1,5,122376740,3,40.4795,-79.953,212,,no,no,345,,,2026-08-25,claude-draft,,2026-08-31
1571093420217175592,https://www.airbnb.com/rooms/1571093420217175592,Lower Lawrenceville,Entire home/apt,Entire rental unit,2,false,3,5,732906804,1,40.46178,-79.96689,128,Polish Hill,yes,yes,,,,2026-08-25,claude-draft,,2026-08-31
1663333266226128820,https://www.airbnb.com/rooms/1663333266226128820,Central Lawrenceville,Entire home/apt,Entire home,10,true,10,4.9,7556262,39,40.4761,-79.9592,379,,no,no,1386,,,2026-08-25,claude-draft,,2026-08-31
1419667245112158780,https://www.airbnb.com/rooms/1419667245112158780,Upper Lawrenceville,Entire home/apt,Entire home,4,true,17,5,53640930,1,40.47819,-79.95031,52,Central Lawrenceville,yes,no,,,799,2026-08-25,claude-draft,,2026-08-31
51523381,https://www.airbnb.com/rooms/51523381,Upper Lawrenceville,Entire home/apt,Entire rental unit,6,true,302,4.93,42691212,3,40.4778,-79.9503,15,Central Lawrenceville,yes,no,600,,,2026-08-25,claude-draft,,2026-08-31
35677633,https://www.airbnb.com/rooms/35677633,Bloomfield,Entire home/apt,Entire rental unit,3,true,340,4.93,60146260,7,40.4617,-79.94137,337,,no,no,229,,428,2026-08-25,claude-draft,,2026-08-31
